question_1,question_2,cosine_similarity
洗濯の途中で一時停止できますか？,設定の初期化はできますか？,0.3837415754877373
洗濯の途中で一時停止できますか？,省エネモードはありますか？,0.37849918526201476
洗濯の途中で一時停止できますか？,ドラムが動きません,0.37708689149568453
深夜に運転しても大丈夫？,「わが家流」設定とは何ですか？,0.37692211609551096
「わが家流」設定とは何ですか？,本体が熱くなります,0.3691731110951749
洗剤を手動で投入できますか？,「水が出ない」エラーが出ます,0.36851103648714567
省エネモードはありますか？,洗濯物が絡まります。どうしたらよいですか？,0.36617005425324833
洗濯をスタートする方法を教えて？,本体が熱くなります,0.36553611434422284
省エネモードはありますか？,最大容量は？,0.36389092218765934
「わが家流」設定とは何ですか？,最大容量は？,0.3604291813620857
チャイルドロックの設定をしたい,洗濯の途中で一時停止できますか？,0.3603596597755142
スチーム機能の使い方を教えて？,「わが家流」設定とは何ですか？,0.359909899373469
「わが家流」設定とは何ですか？,ドアが完全に閉まりません,0.3587008676507516
洗濯の途中で一時停止できますか？,最大容量は？,0.35573765540642854
洗濯の途中で一時停止できますか？,「わが家流」設定とは何ですか？,0.35050524448734066
省エネモードはありますか？,本体が熱くなります,0.3494922560018753
「水が出ない」エラーが出ます,設定の初期化はできますか？,0.34900331224498016
「わが家流」設定とは何ですか？,ドラムが動きません,0.328899344245539
「洗い」だけ行いたいのですが,本体が熱くなります,0.310884066904032
